10275,82156,L1.E.CR1,4
10275,82279,L1.E.CR1,4
10275,82522,L1.E.CR1,4
10275,82036,L1.E.CR1,4
10275,82592,L1.E.CR1,4
10275,82967,L1.E.CR1,4
10275,81973,L1.E.CR1,4
10275,83376,L1.E.CR1,4
10275,82980,L1.E.CR1,4
10275,83364,L1.E.CR1,4
10275,82156,L1.E.CR2,4
10275,82279,L1.E.CR2,4
10275,82522,L1.E.CR2,4
10275,82036,L1.E.CR2,4
10275,82592,L1.E.CR2,4
10275,82967,L1.E.CR2,4
10275,81973,L1.E.CR2,4
10275,83376,L1.E.CR2,4
10275,82980,L1.E.CR2,4
10275,83364,L1.E.CR2,4
10275,82156,L1.E.CR3,4
10275,82279,L1.E.CR3,4
10275,82522,L1.E.CR3,4
10275,82036,L1.E.CR3,4
10275,82592,L1.E.CR3,4
10275,82967,L1.E.CR3,4
10275,81973,L1.E.CR3,4
10275,83376,L1.E.CR3,4
10275,82980,L1.E.CR3,4
10275,83364,L1.E.CR3,4
10275,82156,L1.E.CR4,4
10275,82279,L1.E.CR4,4
10275,82522,L1.E.CR4,4
10275,82036,L1.E.CR4,4
10275,82592,L1.E.CR4,4
10275,82967,L1.E.CR4,4
10275,81973,L1.E.CR4,4
10275,83376,L1.E.CR4,4
10275,82980,L1.E.CR4,4
10275,83364,L1.E.CR4,4
10275,82156,L1.E.CR5,4
10275,82279,L1.E.CR5,4
10275,82522,L1.E.CR5,4
10275,82036,L1.E.CR5,4
10275,82592,L1.E.CR5,4
10275,82967,L1.E.CR5,4
10275,81973,L1.E.CR5,4
10275,83376,L1.E.CR5,4
10275,82980,L1.E.CR5,4
10275,83364,L1.E.CR5,4
10275,82156,L1.E.CR6,4
10275,82279,L1.E.CR6,4
10275,82522,L1.E.CR6,4
10275,82036,L1.E.CR6,4
10275,82592,L1.E.CR6,4
10275,82967,L1.E.CR6,4
10275,81973,L1.E.CR6,4
10275,83376,L1.E.CR6,4
10275,82980,L1.E.CR6,4
10275,83364,L1.E.CR6,4
10275,82156,L1.E.CR7,4
10275,82279,L1.E.CR7,4
10275,82522,L1.E.CR7,4
10275,82036,L1.E.CR7,4
10275,82592,L1.E.CR7,4
10275,82967,L1.E.CR7,4
10275,81973,L1.E.CR7,4
10275,83376,L1.E.CR7,4
10275,82980,L1.E.CR7,4
10275,83364,L1.E.CR7,4
10275,82156,L1.E,100
10275,82279,L1.E,100
10275,82522,L1.E,100
10275,82036,L1.E,100
10275,82592,L1.E,100
10275,82967,L1.E,100
10275,81973,L1.E,100
10275,83376,L1.E,100
10275,82980,L1.E,100
10275,83364,L1.E,100
10275,82156,L1.R.CR1,85
10275,82279,L1.R.CR1,88
10275,82522,L1.R.CR1,88
10275,82036,L1.R.CR1,87
10275,82592,L1.R.CR1,89
10275,82967,L1.R.CR1,88
10275,81973,L1.R.CR1,90
10275,83376,L1.R.CR1,93
10275,82980,L1.R.CR1,90
10275,83364,L1.R.CR1,91
10275,82156,L1.R,85
10275,82279,L1.R,88
10275,82522,L1.R,88
10275,82036,L1.R,87
10275,82592,L1.R,89
10275,82967,L1.R,88
10275,81973,L1.R,90
10275,83376,L1.R,93
10275,82980,L1.R,90
10275,83364,L1.R,91
10275,82156,L2.E.CR1,4
10275,82279,L2.E.CR1,4
10275,82522,L2.E.CR1,4
10275,82036,L2.E.CR1,4
10275,82592,L2.E.CR1,0
10275,82967,L2.E.CR1,4
10275,81973,L2.E.CR1,4
10275,83376,L2.E.CR1,4
10275,82980,L2.E.CR1,4
10275,83364,L2.E.CR1,4
10275,82156,L2.E.CR2,4
10275,82279,L2.E.CR2,4
10275,82522,L2.E.CR2,4
10275,82036,L2.E.CR2,4
10275,82592,L2.E.CR2,0
10275,82967,L2.E.CR2,4
10275,81973,L2.E.CR2,4
10275,83376,L2.E.CR2,4
10275,82980,L2.E.CR2,4
10275,83364,L2.E.CR2,4
10275,82156,L2.E.CR3,4
10275,82279,L2.E.CR3,4
10275,82522,L2.E.CR3,4
10275,82036,L2.E.CR3,4
10275,82592,L2.E.CR3,0
10275,82967,L2.E.CR3,4
10275,81973,L2.E.CR3,4
10275,83376,L2.E.CR3,4
10275,82980,L2.E.CR3,4
10275,83364,L2.E.CR3,4
10275,82156,L2.E.CR4,4
10275,82279,L2.E.CR4,4
10275,82522,L2.E.CR4,4
10275,82036,L2.E.CR4,4
10275,82592,L2.E.CR4,0
10275,82967,L2.E.CR4,4
10275,81973,L2.E.CR4,4
10275,83376,L2.E.CR4,4
10275,82980,L2.E.CR4,4
10275,83364,L2.E.CR4,4
10275,82156,L2.E.CR5,4
10275,82279,L2.E.CR5,4
10275,82522,L2.E.CR5,4
10275,82036,L2.E.CR5,4
10275,82592,L2.E.CR5,0
10275,82967,L2.E.CR5,4
10275,81973,L2.E.CR5,4
10275,83376,L2.E.CR5,4
10275,82980,L2.E.CR5,4
10275,83364,L2.E.CR5,4
10275,82156,L2.E.CR6,4
10275,82279,L2.E.CR6,4
10275,82522,L2.E.CR6,4
10275,82036,L2.E.CR6,4
10275,82592,L2.E.CR6,0
10275,82967,L2.E.CR6,4
10275,81973,L2.E.CR6,4
10275,83376,L2.E.CR6,3
10275,82980,L2.E.CR6,3
10275,83364,L2.E.CR6,3
10275,82156,L2.E.CR7,4
10275,82279,L2.E.CR7,4
10275,82522,L2.E.CR7,4
10275,82036,L2.E.CR7,4
10275,82592,L2.E.CR7,0
10275,82967,L2.E.CR7,4
10275,81973,L2.E.CR7,4
10275,83376,L2.E.CR7,4
10275,82980,L2.E.CR7,4
10275,83364,L2.E.CR7,4
10275,82156,L2.E,100
10275,82279,L2.E,100
10275,82522,L2.E,100
10275,82036,L2.E,100
10275,82592,L2.E,0
10275,82967,L2.E,100
10275,81973,L2.E,100
10275,83376,L2.E,97.5
10275,82980,L2.E,97.5
10275,83364,L2.E,97.5
10275,82156,L2.R.CR1,100
10275,82279,L2.R.CR1,100
10275,82522,L2.R.CR1,100
10275,82036,L2.R.CR1,100
10275,82592,L2.R.CR1,0
10275,82967,L2.R.CR1,100
10275,81973,L2.R.CR1,100
10275,83376,L2.R.CR1,98
10275,82980,L2.R.CR1,98
10275,83364,L2.R.CR1,98
10275,82156,L2.R,100
10275,82279,L2.R,100
10275,82522,L2.R,100
10275,82036,L2.R,100
10275,82592,L2.R,0
10275,82967,L2.R,100
10275,81973,L2.R,100
10275,83376,L2.R,98
10275,82980,L2.R,98
10275,83364,L2.R,98
10275,82156,L3.E.CR1,3
10275,82279,L3.E.CR1,3
10275,82522,L3.E.CR1,3
10275,82036,L3.E.CR1,4
10275,82592,L3.E.CR1,3
10275,82967,L3.E.CR1,3
10275,81973,L3.E.CR1,3
10275,83376,L3.E.CR1,4
10275,82980,L3.E.CR1,3
10275,83364,L3.E.CR1,4
10275,82156,L3.E.CR2,4
10275,82279,L3.E.CR2,4
10275,82522,L3.E.CR2,4
10275,82036,L3.E.CR2,4
10275,82592,L3.E.CR2,4
10275,82967,L3.E.CR2,4
10275,81973,L3.E.CR2,4
10275,83376,L3.E.CR2,4
10275,82980,L3.E.CR2,4
10275,83364,L3.E.CR2,4
10275,82156,L3.E.CR3,4
10275,82279,L3.E.CR3,3
10275,82522,L3.E.CR3,3
10275,82036,L3.E.CR3,4
10275,82592,L3.E.CR3,4
10275,82967,L3.E.CR3,4
10275,81973,L3.E.CR3,4
10275,83376,L3.E.CR3,4
10275,82980,L3.E.CR3,4
10275,83364,L3.E.CR3,4
10275,82156,L3.E.CR4,4
10275,82279,L3.E.CR4,4
10275,82522,L3.E.CR4,4
10275,82036,L3.E.CR4,4
10275,82592,L3.E.CR4,4
10275,82967,L3.E.CR4,4
10275,81973,L3.E.CR4,4
10275,83376,L3.E.CR4,4
10275,82980,L3.E.CR4,4
10275,83364,L3.E.CR4,4
10275,82156,L3.E.CR5,4
10275,82279,L3.E.CR5,4
10275,82522,L3.E.CR5,4
10275,82036,L3.E.CR5,4
10275,82592,L3.E.CR5,4
10275,82967,L3.E.CR5,4
10275,81973,L3.E.CR5,4
10275,83376,L3.E.CR5,4
10275,82980,L3.E.CR5,4
10275,83364,L3.E.CR5,4
10275,82156,L3.E.CR6,4
10275,82279,L3.E.CR6,4
