10275,82156,ME1.Q1,10,50
10275,82036,ME1.Q1,9,45
10275,82592,ME1.Q1,9,45
10275,82967,ME1.Q1,9,45
10275,81973,ME1.Q1,8,40
10275,83376,ME1.Q1,15,75
10275,82980,ME1.Q1,10,50
10275,83364,ME1.Q1,5,25
10275,82156,ME1.Q2,28,93.33333333
10275,82036,ME1.Q2,29,96.66666667
10275,82592,ME1.Q2,17,56.66666667
10275,82967,ME1.Q2,24,80
10275,81973,ME1.Q2,18,60
10275,83376,ME1.Q2,23,76.66666667
10275,82980,ME1.Q2,29,96.66666667
10275,83364,ME1.Q2,9,30
10275,82156,ME1.Q3,11.5,46
10275,82036,ME1.Q3,17.5,70
10275,82592,ME1.Q3,6,24
10275,82967,ME1.Q3,15,60
10275,81973,ME1.Q3,18.5,74
10275,83376,ME1.Q3,12.5,50
10275,82980,ME1.Q3,24,96
10275,83364,ME1.Q3,10.5,42
10275,82156,ME1.Q4,22.5,90
10275,82036,ME1.Q4,25,100
10275,82592,ME1.Q4,5,20
10275,82967,ME1.Q4,10,40
10275,81973,ME1.Q4,15.5,62
10275,83376,ME1.Q4,15,60
10275,82980,ME1.Q4,9.5,38
10275,83364,ME1.Q4,14,56
10275,82156,ME1,72,72
10275,82036,ME1,80.5,80.5
10275,82592,ME1,37,37
10275,82967,ME1,58,58
10275,81973,ME1,60,60
10275,83376,ME1,65.5,65.5
10275,82980,ME1,72.5,72.5
10275,83364,ME1,38.5,38.5
10275,82156,ME2.Q1,19.5,97.5
10275,82279,ME2.Q1,8,40
10275,82036,ME2.Q1,20,100
10275,82592,ME2.Q1,19,95
10275,82967,ME2.Q1,20,100
10275,81973,ME2.Q1,20,100
10275,83376,ME2.Q1,20,100
10275,82980,ME2.Q1,20,100
10275,83364,ME2.Q1,17,85
10275,82156,ME2.Q2,17,68
10275,82279,ME2.Q2,16,64
10275,82036,ME2.Q2,24,96
10275,82592,ME2.Q2,19,76
10275,82967,ME2.Q2,25,100
10275,81973,ME2.Q2,24,96
10275,83376,ME2.Q2,13,52
10275,82980,ME2.Q2,25,100
10275,83364,ME2.Q2,13,52
10275,82156,ME2.Q3,20,80
10275,82279,ME2.Q3,11,44
10275,82036,ME2.Q3,20,80
10275,82592,ME2.Q3,23,92
10275,82967,ME2.Q3,24.5,98
10275,81973,ME2.Q3,17,68
10275,83376,ME2.Q3,23,92
10275,82980,ME2.Q3,25,100
10275,83364,ME2.Q3,20,80
10275,82156,ME2.Q4,16,53.33333333
10275,82279,ME2.Q4,7,23.33333333
10275,82036,ME2.Q4,29,96.66666667
10275,82592,ME2.Q4,20,66.66666667
10275,82967,ME2.Q4,25.5,85
10275,81973,ME2.Q4,26,86.66666667
10275,83376,ME2.Q4,30,100
10275,82980,ME2.Q4,27,90
10275,83364,ME2.Q4,11,36.66666667
10275,82156,ME2,72.5,72.5
10275,82279,ME2,42,42
10275,82036,ME2,93,93
10275,82592,ME2,81,81
10275,82967,ME2,95,95
10275,81973,ME2,87,87
10275,83376,ME2,86,86
10275,82980,ME2,97,97
10275,83364,ME2,61,61
10275,82156,FE.Q1,28,93.33333333
10275,82279,FE.Q1,28,93.33333333
10275,82522,FE.Q1,28.5,95
10275,82036,FE.Q1,29.5,98.33333333
10275,82592,FE.Q1,27,90
10275,82967,FE.Q1,28.5,95
10275,81973,FE.Q1,26.5,88.33333333
10275,83376,FE.Q1,24.5,81.66666667
10275,82980,FE.Q1,30,100
10275,83364,FE.Q1,23,76.66666667
10275,82156,FE.Q2,24.5,98
10275,82279,FE.Q2,24,96
10275,82522,FE.Q2,23.5,94
10275,82036,FE.Q2,24.5,98
10275,82592,FE.Q2,24.5,98
10275,82967,FE.Q2,24,96
10275,81973,FE.Q2,24,96
10275,83376,FE.Q2,24,96
10275,82980,FE.Q2,23,92
10275,83364,FE.Q2,3,12
10275,82156,FE.Q3,22,88
10275,82279,FE.Q3,3,12
10275,82522,FE.Q3,13.5,54
10275,82036,FE.Q3,24,96
10275,82592,FE.Q3,15.5,62
10275,82967,FE.Q3,20,80
10275,81973,FE.Q3,16.5,66
10275,83376,FE.Q3,14,56
10275,82980,FE.Q3,25,100
10275,83364,FE.Q3,1.5,6
10275,82156,FE.Q4,10,100
10275,82279,FE.Q4,10,100
10275,82522,FE.Q4,10,100
10275,82036,FE.Q4,10,100
10275,82592,FE.Q4,9.5,95
10275,82967,FE.Q4,9.5,95
10275,81973,FE.Q4,5,50
10275,83376,FE.Q4,9.5,95
10275,82980,FE.Q4,10,100
10275,83364,FE.Q4,5,50
10275,82156,FE.Q5,10,100
10275,82279,FE.Q5,9,90
10275,82522,FE.Q5,7,70
10275,82036,FE.Q5,8,80
10275,82592,FE.Q5,7,70
10275,82967,FE.Q5,9,90
10275,81973,FE.Q5,10,100
10275,83376,FE.Q5,9.5,95
10275,82980,FE.Q5,7,70
10275,83364,FE.Q5,0,0
10275,82156,FE,94.5,94.5
10275,82279,FE,74,74
10275,82522,FE,82.5,82.5
10275,82036,FE,96,96
10275,82592,FE,83.5,83.5
10275,82967,FE,91,91
10275,81973,FE,82,82
10275,83376,FE,81.5,81.5
10275,82980,FE,95,95
10275,83364,FE,32.5,32.5
10276,81423,ME1.Q1,15,75
10276,82892,ME1.Q1,10,50
10276,82366,ME1.Q1,17,85
10276,82430,ME1.Q1,14,70
10276,81017,ME1.Q1,5,25
10276,83446,ME1.Q1,20,100
10276,83228,ME1.Q1,5,25
10276,83329,ME1.Q1,15,75
10276,83068,ME1.Q1,0,0
10276,83080,ME1.Q1,15,75
10276,82677,ME1.Q1,5,25
10276,84893,ME1.Q1,15,75
10276,81423,ME1.Q2,10,33.33333333
10276,82892,ME1.Q2,0,0
10276,82366,ME1.Q2,29,96.66666667
10276,82430,ME1.Q2,0,0
10276,81017,ME1.Q2,24,80
10276,83446,ME1.Q2,0,0
10276,83228,ME1.Q2,17,56.66666667
10276,83329,ME1.Q2,22,73.33333333
10276,83068,ME1.Q2,2,6.666666667
10276,83080,ME1.Q2,19,63.33333333
10276,82677,ME1.Q2,7.5,25
10276,84893,ME1.Q2,24,80
10276,81423,ME1.Q3,0,0
10276,82892,ME1.Q3,1,4
10276,82366,ME1.Q3,14.5,58
10276,82430,ME1.Q3,8,32
10276,81017,ME1.Q3,14.5,58
10276,83446,ME1.Q3,0,0
10276,83228,ME1.Q3,15.5,62
10276,83329,ME1.Q3,4,16
10276,83068,ME1.Q3,6.5,26
10276,83080,ME1.Q3,4,16
10276,82677,ME1.Q3,2,8
10276,84893,ME1.Q3,4,16
10276,81423,ME1.Q4,25,100
10276,82892,ME1.Q4,0,0
10276,82366,ME1.Q4,5,20
10276,82430,ME1.Q4,21,84
10276,81017,ME1.Q4,7,28
10276,83446,ME1.Q4,0,0
10276,83228,ME1.Q4,22.5,90
10276,83329,ME1.Q4,0,0
10276,83068,ME1.Q4,10,40
10276,83080,ME1.Q4,0,0
10276,82677,ME1.Q4,0,0
10276,84893,ME1.Q4,7.5,30
10276,81423,ME1,50,50
10276,82892,ME1,11,11
10276,82366,ME1,65.5,65.5
10276,82430,ME1,43,43
10276,81017,ME1,50.5,50.5
10276,83446,ME1,20,20
10276,83228,ME1,60,60
10276,83329,ME1,41,41
10276,83068,ME1,18.5,18.5
10276,83080,ME1,38,38
10276,82677,ME1,14.5,14.5
10276,84893,ME1,50.5,50.5
10276,81423,ME2.Q1,20,100
10276,82892,ME2.Q1,2,10
10276,82366,ME2.Q1,20,100
10276,82430,ME2.Q1,12,60
10276,81017,ME2.Q1,0,0
10276,83446,ME2.Q1,0,0
10276,83228,ME2.Q1,14,70
10276,83329,ME2.Q1,19,95
10276,83068,ME2.Q1,13,65
10276,82628,ME2.Q1,7.5,37.5
10276,83080,ME2.Q1,16,80
10276,82677,ME2.Q1,12,60
10276,84893,ME2.Q1,14,70
10276,81423,ME2.Q2,17,68
10276,82892,ME2.Q2,13,52
10276,82366,ME2.Q2,21,84
10276,82430,ME2.Q2,15.5,62
10276,81017,ME2.Q2,10,40
10276,83446,ME2.Q2,10,40
10276,83228,ME2.Q2,0,0
10276,83329,ME2.Q2,25,100
10276,83068,ME2.Q2,25,100
10276,82628,ME2.Q2,12.5,50
10276,83080,ME2.Q2,15,60
10276,82677,ME2.Q2,8,32
10276,84893,ME2.Q2,15,60
10276,81423,ME2.Q3,22,88
10276,82892,ME2.Q3,12,48
10276,82366,ME2.Q3,10,40
10276,82430,ME2.Q3,10,40
10276,81017,ME2.Q3,8,32
10276,83446,ME2.Q3,8,32
10276,83228,ME2.Q3,21,84
10276,83329,ME2.Q3,23,92
10276,83068,ME2.Q3,22,88
10276,82628,ME2.Q3,10,40
10276,83080,ME2.Q3,20,80
10276,82677,ME2.Q3,10,40
10276,84893,ME2.Q3,9,36
10276,81423,ME2.Q4,27,90
10276,82892,ME2.Q4,0,0
10276,82366,ME2.Q4,29,96.66666667
10276,82430,ME2.Q4,11,36.66666667
10276,81017,ME2.Q4,6,20
10276,83446,ME2.Q4,0,0
10276,83228,ME2.Q4,27,90
10276,83329,ME2.Q4,29.5,98.33333333
10276,83068,ME2.Q4,30,100
10276,82628,ME2.Q4,22,73.33333333
10276,83080,ME2.Q4,26,86.66666667
10276,82677,ME2.Q4,14,46.66666667
10276,84893,ME2.Q4,29,96.66666667
10276,81423,ME2,86,86
10276,82892,ME2,27,27
10276,82366,ME2,80,80
10276,82430,ME2,48.5,48.5
10276,81017,ME2,24,24
10276,83446,ME2,18,18
10276,83228,ME2,62,62
10276,83329,ME2,96.5,96.5
10276,83068,ME2,90,90
10276,82628,ME2,52,52
10276,83080,ME2,77,77
10276,82677,ME2,44,44
10276,84893,ME2,67,67
10276,81423,FE.Q1,29,96.66666667
10276,82366,FE.Q1,22,73.33333333
10276,82430,FE.Q1,14,46.66666667
10276,81017,FE.Q1,10,33.33333333
10276,83329,FE.Q1,29.5,98.33333333
10276,83068,FE.Q1,26,86.66666667
10276,82628,FE.Q1,7,23.33333333
10276,83080,FE.Q1,23,76.66666667
10276,82677,FE.Q1,12,40
10276,84893,FE.Q1,25,83.33333333
10276,81423,FE.Q2,25,100
10276,82366,FE.Q2,23.5,94
